"","BUILDINGNA","BLOCK","ROAD","POSTALCODE","XCOORD","YCOORD"
"704","null","420","JURONG WEST STREET 42","640420","16187.1559096","36965.1362723"
"705","null","421","JURONG WEST STREET 42","640421","16206.7468016","36923.7678083"
"706","null","419","JURONG WEST STREET 42","640419","16187.1537606","37005.1777274"
"707","null","417","JURONG WEST STREET 42","640417","16206.3275597","37046.6939295"
"708","null","931","JURONG WEST STREET 42","649370","16239.7561566","37175.113932"
"709","NIL","NIL","BUKIT BATOK STREET 31","NIL","18605.213199996222","37744.058599971526"
"710","THE VISIONAIRE","202","CANBERRA DRIVE","767963","27289.8063515","47615.0752012"
"711","THE VISIONAIRE","184","CANBERRA DRIVE","767954","27291.864423","47586.9219204"
"712","PUNGGOL PARK","NIL","NIL","NIL","35264.511142623","39905.7306775784"
"713","NIL","NIL","BUKIT TIMAH EXPRESSWAY","NIL","21588.546500006458","40163.33900000525"
"714","null","70","YUAN CHING ROAD","619675","16295.5653243","35589.0823304"
"715","CONEY ISLAND PARK","NIL","NIL","NIL","38037.4399869926","43457.3646809597"
"716","MACRITCHIE RESERVOIR PARK","NIL","NIL","NIL","28035.6115424802","36087.2707208012"
"717","null","181","LORNIE ROAD","297732","27929.0655017","35978.2769335"
"718","NIL","NIL","RESERVOIR ROAD","NIL","28021.018199977003","35950.797199945846"
"719","WESTLAKE GARDENS","1","WESTLAKE AVENUE","574210","28402.2011539","36418.0378659"
"720","WESTLAKE GARDENS","2","WESTLAKE AVENUE","574211","28405.8474774","36382.0094006"
"721","WESTLAKE GARDENS","5","WESTLAKE AVENUE","574214","28424.6193782","36423.8554632"
"722","WESTLAKE GARDENS","4","WESTLAKE AVENUE","574213","28412.9388725","36382.7269032"
"723","WESTLAKE GARDENS","3","WESTLAKE AVENUE","574212","28409.0792203","36418.7547934"
